record_id,crop_name,layer_number,depth_start_cm,depth_end_cm,ph,ec_ds_m,organic_carbon_pct,available_n_kg_ha,available_p_kg_ha,available_k_kg_ha,sulphur_ppm,zinc_ppm,iron_ppm,soil_texture,n_status,p_status,k_status,n_requirement_kg_acre,p_requirement_kg_acre,k_requirement_kg_acre,rec_urea_kg_acre,rec_dap_kg_acre,rec_mop_kg_acre,rec_ssp_kg_acre,rec_zinc_sulphate_kg_acre,rec_gypsum_kg_acre,priority_nutrient,caution_flag,provenance_source,provenance_citation
SOIL_REC_01408,Cotton,1,0,15,5.8,1.14,0.49,160.6,20.4,115.0,15.2,0.3,6.46,Loam,Low,Medium,Low,60.0,24.0,30.0,130.4,0.0,50.0,150.0,10.0,0.0,Zinc,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01409,Cotton,2,15,30,8.11,2.01,0.5,123.6,11.0,110.4,25.4,1.59,4.66,Loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,60.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01410,Cotton,3,30,60,5.69,1.98,0.09,220.7,17.6,131.2,5.2,1.41,11.52,Loam,Low,Medium,Low,60.0,24.0,30.0,130.4,0.0,50.0,150.0,0.0,0.0,Nitrogen,ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01411,Cotton,1,0,15,7.15,1.04,0.87,455.1,6.8,365.6,17.8,1.27,9.12,Loam,Medium,Low,High,43.2,31.2,0.0,67.4,67.8,0.0,0.0,0.0,0.0,Phosphorus,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01412,Cotton,2,15,30,7.32,0.3,0.53,168.3,22.9,69.4,23.7,1.13,6.0,Loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01413,Cotton,3,30,60,8.47,0.63,0.18,194.1,22.2,179.0,11.9,1.09,7.35,Loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01414,Cotton,1,0,15,8.25,2.16,0.39,217.9,43.7,231.3,22.2,0.92,6.73,Loam,Low,High,Medium,60.0,0.0,24.0,130.4,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01415,Cotton,2,15,30,8.69,1.95,0.66,166.7,8.0,172.1,7.0,1.69,4.45,Loam,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01416,Cotton,3,30,60,8.01,2.11,0.22,232.4,7.5,151.8,12.5,0.94,8.65,Loam,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01417,Cotton,1,0,15,7.37,2.5,0.39,375.5,19.0,167.9,9.1,0.73,7.25,Loam,Medium,Medium,Medium,48.0,24.0,24.0,83.9,52.2,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01418,Cotton,2,15,30,7.88,2.07,0.44,236.5,28.2,316.1,17.4,1.15,10.05,Loam,Low,High,Medium,60.0,0.0,24.0,130.4,0.0,48.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01419,Cotton,3,30,60,7.7,2.64,0.11,86.8,3.0,50.6,5.4,0.22,5.11,Loam,Low,Low,Low,60.0,31.2,30.0,103.9,67.8,60.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01420,Cotton,1,0,15,6.5,1.19,0.69,199.7,8.2,167.5,9.3,0.88,10.83,Sandy loam,Low,Low,Medium,60.0,31.2,24.0,103.9,67.8,40.0,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01421,Cotton,2,15,30,5.75,1.29,0.13,378.9,32.8,149.1,11.4,1.69,10.93,Sandy loam,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,40.0,0.0,0.0,0.0,Nitrogen,ACIDIC_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01422,Cotton,3,30,60,8.14,0.73,0.51,246.1,17.3,50.5,30.1,0.96,2.64,Sandy loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01423,Cotton,1,0,15,7.89,1.38,0.99,467.5,17.5,98.1,19.8,0.3,9.07,Sandy loam,Medium,Medium,Low,43.2,24.0,30.0,73.5,52.2,50.0,0.0,10.0,0.0,Potassium,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01424,Cotton,2,15,30,6.21,1.23,0.38,103.9,18.1,193.2,8.9,0.22,11.03,Sandy loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,10.0,0.0,Zinc,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01425,Cotton,3,30,60,7.67,2.69,0.49,237.5,18.1,81.5,11.5,1.27,11.65,Sandy loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,60.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01426,Cotton,1,0,15,6.27,1.36,0.15,445.1,42.7,390.7,16.2,1.72,7.14,Loam,Medium,High,High,48.0,0.0,0.0,104.3,0.0,0.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01427,Cotton,2,15,30,6.26,2.41,0.15,226.5,23.3,190.7,17.2,0.46,8.76,Loam,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,48.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01428,Cotton,3,30,60,6.73,1.63,0.14,243.8,10.3,76.3,15.2,0.95,5.8,Loam,Low,Medium,Low,60.0,24.0,30.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01429,Cotton,1,0,15,5.99,1.95,0.99,457.9,23.1,436.1,6.4,0.61,3.81,Clay loam,Medium,Medium,High,43.2,24.0,0.0,93.9,0.0,0.0,150.0,0.0,0.0,Nitrogen,ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01430,Cotton,2,15,30,8.55,1.88,0.43,292.2,25.9,307.7,13.6,1.67,11.84,Clay loam,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,40.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01431,Cotton,3,30,60,5.98,1.09,0.38,246.2,20.9,148.3,31.4,1.47,10.33,Clay loam,Low,Medium,Medium,60.0,24.0,24.0,130.4,0.0,40.0,150.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01432,Cotton,1,0,15,5.77,1.29,0.26,370.7,7.8,127.4,4.1,1.7,8.81,Black soil,Medium,Low,Low,48.0,31.2,30.0,104.3,0.0,50.0,195.0,0.0,0.0,Phosphorus,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01433,Cotton,2,15,30,6.04,0.79,0.62,215.6,8.2,265.1,26.3,1.08,6.25,Black soil,Low,Low,Medium,60.0,31.2,24.0,130.4,0.0,40.0,195.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01434,Cotton,3,30,60,7.67,1.22,0.35,247.5,17.4,222.8,10.3,1.23,3.98,Black soil,Low,Medium,Medium,60.0,24.0,24.0,110.0,52.2,40.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01435,Cotton,1,0,15,8.45,0.69,0.15,516.8,27.2,128.8,8.0,0.32,11.53,Red soil,Medium,High,Low,48.0,0.0,30.0,104.3,0.0,50.0,0.0,10.0,0.0,Potassium,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01436,Cotton,2,15,30,6.3,1.26,0.7,293.2,7.5,287.4,4.7,0.25,3.65,Red soil,Medium,Low,Medium,48.0,31.2,24.0,77.8,67.8,40.0,0.0,10.0,0.0,Phosphorus,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01437,Cotton,3,30,60,6.11,2.22,0.11,123.4,23.0,120.9,14.0,0.84,9.13,Red soil,Low,Medium,Low,60.0,24.0,30.0,130.4,0.0,60.0,150.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01438,Cotton,1,0,15,6.63,1.17,0.44,429.6,44.6,318.7,20.6,1.29,11.78,Clay loam,Medium,High,Medium,48.0,0.0,24.0,104.3,0.0,40.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01439,Cotton,2,15,30,7.15,1.11,0.29,267.6,29.6,270.8,25.6,0.88,8.08,Clay loam,Low,High,Medium,60.0,0.0,24.0,130.4,0.0,40.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01440,Cotton,3,30,60,8.41,2.67,0.4,308.7,11.0,218.3,25.3,0.34,4.9,Clay loam,Medium,Medium,Medium,48.0,24.0,24.0,83.9,52.2,48.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01441,Sugarcane,1,0,15,5.77,2.08,0.83,581.2,25.1,359.7,10.8,1.77,2.83,Sandy loam,High,High,High,30.0,0.0,0.0,65.2,0.0,0.0,0.0,0.0,0.0,Nitrogen,ACIDIC_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01442,Sugarcane,2,15,30,6.52,2.22,0.72,171.2,17.4,70.3,7.6,1.58,9.92,Sandy loam,Low,Medium,Low,125.0,32.0,60.0,244.6,69.6,120.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01443,Sugarcane,3,30,60,8.59,1.36,0.31,175.8,17.6,114.9,29.9,1.25,2.96,Sandy loam,Low,Medium,Low,125.0,32.0,60.0,244.6,69.6,100.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01444,Sugarcane,1,0,15,5.89,1.54,0.32,345.9,41.8,104.3,20.8,0.88,9.02,Alluvial,Medium,High,Low,100.0,0.0,60.0,217.4,0.0,100.0,0.0,0.0,0.0,Potassium,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01445,Sugarcane,2,15,30,8.7,0.4,0.46,183.4,16.7,268.5,22.3,0.48,6.08,Alluvial,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,80.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01446,Sugarcane,3,30,60,6.5,0.78,0.49,205.9,13.4,173.5,26.6,1.72,3.6,Alluvial,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,80.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01447,Sugarcane,1,0,15,5.96,2.12,1.05,401.4,24.4,222.0,23.6,0.23,7.49,Loam,Medium,Medium,Medium,90.0,32.0,48.0,195.7,0.0,96.0,200.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01448,Sugarcane,2,15,30,7.79,1.85,0.19,267.6,13.3,218.0,15.8,0.3,5.0,Loam,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,80.0,0.0,10.0,0.0,Zinc,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01449,Sugarcane,3,30,60,8.63,1.13,0.27,289.8,22.0,202.6,7.4,0.46,7.92,Loam,Medium,Medium,Medium,100.0,32.0,48.0,190.2,69.6,80.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01450,Sugarcane,1,0,15,6.15,1.92,0.67,398.7,26.1,439.5,22.4,1.13,3.6,Red soil,Medium,High,High,100.0,0.0,0.0,217.4,0.0,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01451,Sugarcane,2,15,30,5.63,0.73,0.33,370.0,16.8,167.9,18.3,0.22,7.48,Red soil,Medium,Medium,Medium,100.0,32.0,48.0,217.4,0.0,80.0,200.0,10.0,0.0,Zinc,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01452,Sugarcane,3,30,60,6.38,1.58,0.22,262.9,9.7,88.9,17.5,0.54,8.81,Red soil,Low,Low,Low,125.0,41.6,60.0,236.3,90.4,100.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01453,Sugarcane,1,0,15,7.08,0.46,0.52,436.7,28.7,379.4,8.1,0.4,7.34,Black soil,Medium,High,High,100.0,0.0,0.0,217.4,0.0,0.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01454,Sugarcane,2,15,30,8.34,0.38,0.48,460.3,22.3,134.2,25.1,1.54,5.94,Black soil,Medium,Medium,Low,100.0,32.0,60.0,190.2,69.6,100.0,0.0,0.0,0.0,Potassium,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01455,Sugarcane,3,30,60,6.24,0.88,0.1,168.0,21.3,185.5,4.8,1.27,11.34,Black soil,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,80.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01456,Sugarcane,1,0,15,6.98,2.37,0.36,573.8,26.1,431.8,18.3,0.85,10.78,Black soil,High,High,High,40.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01457,Sugarcane,2,15,30,7.6,0.83,0.48,276.4,6.9,229.5,15.7,1.1,9.19,Black soil,Low,Low,Medium,125.0,41.6,48.0,236.3,90.4,80.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01458,Sugarcane,3,30,60,8.06,2.21,0.09,129.3,8.9,162.0,31.6,0.75,10.45,Black soil,Low,Low,Medium,125.0,41.6,48.0,236.3,90.4,96.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01459,Sugarcane,1,0,15,6.58,1.0,1.05,375.7,22.2,403.6,23.3,1.31,11.27,Alluvial,Medium,Medium,High,90.0,32.0,0.0,168.5,69.6,0.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01460,Sugarcane,2,15,30,7.5,1.92,0.52,266.0,7.4,199.7,13.6,1.03,8.5,Alluvial,Low,Low,Medium,125.0,41.6,48.0,236.3,90.4,80.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01461,Sugarcane,3,30,60,6.33,0.9,0.2,132.2,13.8,101.3,29.4,1.65,7.88,Alluvial,Low,Medium,Low,125.0,32.0,60.0,244.6,69.6,100.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01462,Sugarcane,1,0,15,8.71,0.7,0.47,458.1,17.7,305.2,22.8,0.5,8.32,Clay loam,Medium,Medium,Medium,100.0,32.0,48.0,190.2,69.6,80.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01463,Sugarcane,2,15,30,8.1,2.29,0.6,161.2,26.1,259.9,19.5,0.53,6.9,Clay loam,Low,High,Medium,125.0,0.0,48.0,271.7,0.0,96.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01464,Sugarcane,3,30,60,7.22,0.5,0.42,132.9,8.2,152.7,21.7,0.74,10.93,Clay loam,Low,Low,Medium,125.0,41.6,48.0,236.3,90.4,80.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01465,Sugarcane,1,0,15,6.74,1.22,0.83,586.2,25.3,212.9,11.1,0.32,3.68,Black soil,High,High,Medium,30.0,0.0,48.0,65.2,0.0,80.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01466,Sugarcane,2,15,30,6.74,1.63,0.39,115.0,30.1,136.3,17.9,1.7,7.73,Black soil,Low,High,Low,125.0,0.0,60.0,271.7,0.0,100.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01467,Sugarcane,3,30,60,8.21,1.53,0.27,126.4,23.6,158.1,17.7,0.37,6.65,Black soil,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,80.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01468,Sugarcane,1,0,15,5.89,0.67,0.49,520.6,8.3,395.0,11.8,1.08,5.05,Clay loam,Medium,Low,High,100.0,41.6,0.0,217.4,0.0,0.0,260.0,0.0,0.0,Phosphorus,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01469,Sugarcane,2,15,30,8.09,2.61,0.6,166.8,32.6,220.5,4.3,0.74,8.43,Clay loam,Low,High,Medium,125.0,0.0,48.0,271.7,0.0,96.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01470,Sugarcane,3,30,60,6.41,1.32,0.18,214.6,15.0,93.0,19.5,1.55,3.94,Clay loam,Low,Medium,Low,125.0,32.0,60.0,244.6,69.6,100.0,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01471,Sugarcane,1,0,15,7.43,2.18,0.31,603.2,22.1,285.0,4.5,0.46,7.93,Alluvial,High,Medium,Medium,40.0,32.0,48.0,59.8,69.6,96.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01472,Sugarcane,2,15,30,7.53,2.73,0.69,136.7,12.3,177.2,10.8,1.18,10.97,Alluvial,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,96.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_01473,Sugarcane,3,30,60,8.53,0.93,0.08,227.8,12.1,200.0,27.8,0.91,4.71,Alluvial,Low,Medium,Medium,125.0,32.0,48.0,244.6,69.6,80.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
